id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
zograscope:277,1800,zograscope,pole,abbrev,attested,1-sample,2,Officer,rank,Sergeant,Sgt,How many Sgts looked into violence and sexual offences?,C;D
zograscope:744,3002,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,151 Mary Street,151 Mary,Could you list the emails for people named Ernest living at 151 Mary?,A
cypherbench:365,6460b43f-4950-437a-ad9e-dd4408cb5d88,cypherbench,flight_accident,abbrev,llm,1-census,2,FlightAccident,name,Cougar Helicopters Flight 91,Cougar Flight 91,How many more survivors were there on Cougar Flight 91 compared to Yemenia Flight 626?,C;E
cypherbench:1439,db0dc8c2-9dcb-464c-8a0a-858d87770217,cypherbench,movie,casing,algorithmic,2-sample,2,Award,name,Academy Award for Best Live Action Short Film,ACADEMY AWARD FOR BEST LIVE ACTION SHORT FILM,"What are the names of movies that have won the ACADEMY AWARD FOR BEST LIVE ACTION SHORT FILM, and how many awards has each of these movies received in total?",D;E
cypherbench:1932,ce5cb606-1196-45c4-8cf2-8cca1c1e69c5,cypherbench,politics,alias,attested,1-sample,2,PoliticalParty,name,Convergence,Convergencia por la Democracia,What are the names of countries where the political party Convergencia por la Democracia operates and that have diplomatic relations with Greece?,A;B
zograscope:800,3860,zograscope,pole,casing,algorithmic,2-sample,1,,,NHS number 861-16-2336,nhs number 861-16-2336,How many friends of family members know the person with nhs number 861-16-2336?,B
cypherbench:1557,39e20a36-2165-4eba-a101-56835d787dba,cypherbench,movie,casing,algorithmic,2-sample,1,Award,name,Academy Award for Best Director,academy award for best director,What are the names of film series that include a movie which has won the academy award for best director?,C
mindthequery:573,Complex_Aggregation_test:41,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Disability,handicap,"For each 'ageGroup', what is the average age of cases that resulted in 'handicap', and how many cases fall into each age group?",A;C
cypherbench:6,5d04cdc7-8f1b-4d57-b469-d601bdc9806a,cypherbench,nba,partial,llm,1-census,2,Division,name,Central Division,Central,"Provide the names of players who have been part of teams in the Central, along with the number of such teams each has played for.",A;D
cypherbench:287,9e39d828-775a-4b5a-9d81-6729fd59d7a3,cypherbench,flight_accident,typo,algorithmic,2-sample,1,FlightAccident,name,Austral Líneas Aéreas Flight 046,Austral Líneaas Aéreas Flight 046,What are the names and dates of aviation accidents that departed from the same airport as Austral Líneaas Aéreas Flight 046?,D
cypherbench:1828,e89adda9-aa7b-472b-9b78-3f1502166d2a,cypherbench,politics,abbrev,llm,1-census,2,InternationalOrganization,name,Australia Group,AG,What is the difference in founding years between the G8 and the AG?,A;E
mindthequery:164,Complex_Retrieval_test:10,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,Find all persons who visited a 'Park' and a 'resto' on the same day. Return the names of the persons and the start times of their visits to both types of places.,B;C
mindthequery:1122,Complex_Retrieval_test:108,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"Retrieve all teams that participated in the 'WWC 2019' tournament, and for each team, list the names of the players who represent them and played in any match of that tournament.",B;D
mindthequery:192,Complex_Retrieval_test:40,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"Find all persons who visited a place of type 'resto' after they were confirmed to be 'Sick', and return their names, the names of the restos, and the duration of their visits.",B;E
mindthequery:840,Complex_Retrieval_test:113,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,TIMOLOL MALEATE,Timolol,Retrieve all cases where the age group is 'Adult' and 'Timolol' is listed as a primary suspect. Return the case's primary ID and the name of the drug.,C;D
mindthequery:292,Complex_Retrieval_test:144,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,Find the names of all persons who have visited a place located in 'BE' and whose visit duration was longer than 1 hour.,C;E
cypherbench:455,ac96c3e3-fabb-4aae-ae2e-f69263bf226d,cypherbench,fictional_character,abbrev,llm,1-census,2,FictionalUniverse,name,Journey to the West universe,JTTW,"Provide the names of all characters from the JTTW, along with the number of students each character has.",D;E
mindthequery:1006,Complex_Aggregation_test:160,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For each team that participated in the 'WWC 2011' tournament, calculate the average number of goals scored by its players across all matches. Return the team name and the average goals scored.",A;B
mindthequery:722,Complex_Aggregation_test:208,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,What is the total number of cases that are reported by 'HCP' and where 'RIZATRIPTAN' is a primary suspect drug?,A;C
cypherbench:85,fc233aa5-328c-4f5a-a18e-19ee17dd24d6,cypherbench,nba,partial,llm,1-census,2,Division,name,Northwest Division,Northwest,What are the unique genders of players who have been part of a team in the Northwest?,A;D
mindthequery:232,Complex_Retrieval_test:81,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,"Retrieve the names of all persons who visited a place located in 'BE' and whose visit duration was longer than 12 hours. Also, return the name of the place and the visit start time.",A;E
cypherbench:1403,29a2adfd-4dbd-4ec1-b54b-4c00a19128ac,cypherbench,movie,typo,algorithmic,2-sample,1,Person,name,Tom Hooper,Tmo Hooper,What are the names of movies either directed by Tmo Hooper or that have received the Queer Lion award?,E
cypherbench:894,f341a916-bdf5-4093-884b-2411fc06f4c8,cypherbench,company,abbrev,attested,1-sample,2,Industry,name,human resource management,HRM,What are the names and launch years of companies that have subsidiaries in the HRM industry?,B;C
cypherbench:176,d775cbb0-4f5f-4217-b2f3-b8b0ae778a04,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Chicago Bulls,CHI,"Which teams have had players who also played for the CHI at some point, and how many such players have been on each of those teams?",B;D
mindthequery:481,Complex_Retrieval_test:156,mindthequery,er,abbrev,attested,1-sample,2,User,country,us,United States,Find the first name and last name of all users from the 'United States' who have watched a movie belonging to the 'Adventure' genre. Return the user's first and last names.,B;E
cypherbench:1313,9f23622a-c44c-441d-8018-37d12594b328,cypherbench,geography,alias,attested,1-sample,2,,,Sant'Ana River,Rio Santana,"What are the names of drainage basins situated in countries through which the Rio Santana flows, and how many such countries does each basin span?",C;D
cypherbench:1627,9af35754-39dd-4752-b065-c422f5094f2c,cypherbench,movie,casing,algorithmic,2-sample,2,Movie,name,The Blind Side,THE BLIND SIDE,Who directed the movie THE BLIND SIDE?,C;E
mindthequery:868,Complex_Retrieval_test:143,mindthequery,healthcare,alias,llm,1-census,2,Case,reporterOccupation,Physician,doctor,"For cases where the reporter occupation is 'doctor', find the drugs prescribed in therapy that are also listed as primary suspects. Return the case's primary ID and the drug's name.",D;E
cypherbench:1628,a027d938-2227-4303-b1db-85ad130e7872,cypherbench,movie,alias,llm,1-census,2,Movie,name,Creed,Rocky VII,Who are the individuals who either wrote Rocky Balboa or were cast members in Rocky VII?,A;B
mindthequery:400,Complex_Retrieval_test:41,mindthequery,er,typo,algorithmic,2-sample,1,User,lastName,Bachs,Bacsh,"Find the genres of movies watched by users with the last name 'Bacsh' and email 'cbachs9b@issuu.com', and return the name of each genre.",A
cypherbench:413,2fffb0a9-e821-475a-90d4-324468d2df9a,cypherbench,flight_accident,abbrev,llm,1-census,2,FlightAccident,name,FedEx Express Flight 14,FedEx Flight 14,Which had more fatalities: FedEx Flight 14 or the 2021 Piedade de Caratinga Beechcraft King Air crash?,A;C
cypherbench:2104,892f1603-8cc7-4430-ae94-12f195773be9,cypherbench,politics,alias,llm,1-census,2,Politician,name,Karl Carstens,Wanderpräsident,"Which countries have diplomatic relations with nations that have had Wanderpräsident as their head of state, and how many such countries are there for each?",A;D
mindthequery:786,Complex_Retrieval_test:54,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,Dostarlimab,Jemperli,"Find cases where the drug 'Jemperli' with primary substance 'Jemperli' is a primary suspect with 'Unknown' route of administration, and the age of the case is greater than 50. Return the primary IDs of these cases.",A;E
cypherbench:1312,8c8a5115-dca2-4a12-afda-e951b1bf9fbb,cypherbench,geography,alias,llm,1-census,2,Lake,name,Gorky Reservoir,Gorky Sea,What are the names of countries that the Achairka River flows through or where the Gorky Sea is located?,B;C
cypherbench:697,368bde79-3826-436e-ba45-45ba067deea8,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Euron Greyjoy,Euron,What are the names of fathers whose children killed Euron?,B;D
cypherbench:121,25f770ce-ef0f-4c72-91cd-353fbaf1007d,cypherbench,nba,abbrev,llm,1-census,2,Position,name,small forward,SF,Who are the unique owners of teams that have drafted a player who plays the SF position?,B;E
cypherbench:2075,35725f3d-a9d5-4a78-9041-b4db6d1d88f9,cypherbench,politics,alias,llm,1-census,2,PoliticalParty,name,Centre Union,EK,What are the names and founding dates of political parties led by politicians who have been members of the EK?,C;D
cypherbench:77,a9ced4d1-6f09-42f3-beeb-1638eccea8d2,cypherbench,nba,partial,llm,1-census,2,Division,name,Pacific Division,Pacific,How many teams are either part of the Pacific or have had the Los Angeles Memorial Sports Arena as their home venue?,C;E
cypherbench:562,241a4e0f-7836-4ad8-8a24-d3222826017e,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Melessa Tarly,Melessa,What are the names of characters who either died in Westeros or have Melessa as their mother?,D;E
zograscope:837,1547,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,86 Corda Avenue,Corda Avenue,When was the most recent crime at Corda Avenue?,B
zograscope:2,4244,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Bailey,Baiiley,Could you share the email of a Baiiley who knows someone residing with the owner of jblack6a@amazon.de?,C
cypherbench:1261,831e26ee-e2e2-4f2f-b879-b40e5b46206d,cypherbench,geography,typo,algorithmic,2-sample,1,River,name,Tokko,Tokkoo,What is the difference in discharge rate in cubic meters per second between the Tokkoo and Tyukyan rivers?,D
mindthequery:240,Complex_Retrieval_test:90,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,Find all persons who visited a 'Bar' type place and a 'resto' type place. Return the names of these persons and the IDs of the 'Bar' and 'resto' they visited.,A;B
cypherbench:1640,967c9e0e-440e-4d5c-8945-348e9e101cc8,cypherbench,movie,abbrev,llm,1-census,2,ProductionCompany,name,Lightstorm Entertainment,Lightstorm,How many movies were either written by Amanda Silver or produced by Lightstorm?,A;C
mindthequery:641,Complex_Aggregation_test:115,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,"How many cases are associated with each manufacturer, where the case resulted in 'IME'?",A;D
cypherbench:1121,5103be93-e84f-4ad3-962d-0a17634201b4,cypherbench,geography,alias,attested,1-sample,2,Mountain,name,Chinchey,Rurichinchay,What are the names and lengths in kilometers of rivers that pass through countries where the Rurichinchay mountain is located?,A;E
mindthequery:1226,Complex_Retrieval_test:231,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"Retrieve the names of all coaches who coached a squad that participated in the 'WWC 2019' tournament, and also list the IDs of the matches in which players from those squads played.",B;C
zograscope:901,3447,zograscope,pole,typo,algorithmic,2-sample,1,Crime,type,vehicle crime,veehicle crime,Can you provide the badge numbers of officers who investigated veehicle crimes linked to someone named Phillip?,E
zograscope:42,2772,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,184 Sparrow Close,184 Sparrow,What crime last occur involving someone from 184 Sparrow?,A
mindthequery:165,Complex_Retrieval_test:11,mindthequery,covid,casing,algorithmic,2-sample,2,Place,type,Park,park,"Retrieve the names of all persons who visited a place of type 'Bar' after their confirmed time and also visited a 'park' before their confirmed time. Return the persons name, confirmed time, bar visit start time and park visit start time.",B;D
mindthequery:1225,Complex_Retrieval_test:230,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"For each team that participated in the 'WWC 2019' tournament, find the total number of goals scored by all players representing that team across all matches in the tournament.",B;E
cypherbench:610,d50301a7-94fc-4361-aff4-6ba7a5f5a6b9,cypherbench,fictional_character,alias,llm,1-census,2,Character,name,Lady Wang,Madame Wang,How many characters either have Madame Wang as their mother or are married to Lady He?,C;D
zograscope:635,1741,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Ford,FoMoCo,What FoMoCo automobiles were part of criminal activities involving people with the surname Kelly?,C;E
mindthequery:133,Complex_Aggregation_test:191,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"For each continent, calculate the average visit duration (in seconds) for visits performed by persons with 'Sick' health status to places of type 'resto'. Return the continent name and the average visit duration.",D;E
mindthequery:587,Complex_Aggregation_test:56,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,TG THERAPEUTICS,TGTX,How many cases registered by 'TGTX' resulted in 'Other Serious (Important Medical Event)' and what is the average age of these patients?,A;B
mindthequery:25,Complex_Aggregation_test:2,mindthequery,covid,alias,llm,1-census,2,,,Sick,Under the weather,"For each type of place, calculate the average duration (in seconds) of visits made by people with 'Healthy' status and the average duration of visits made by people with 'Under the weather' status. Return the place type, average healthy visit duration, and average Under the weather visit duration.",A;C
cypherbench:1008,508e08bb-21b7-48b5-b298-447bdf08c7f9,cypherbench,company,abbrev,attested,1-sample,2,Country,name,Australia,AUS,"Provide the names of all companies located in AUS, along with the number of individuals who have served as their CEO at any time.",A;D
cypherbench:568,d9e3b160-a3fa-4da1-9ee0-335f69ed384d,cypherbench,fictional_character,alias,llm,1-census,2,,,terrorist,militant,"What are the names of individuals who killed someone, provided they are not militants by occupation?",A;E
mindthequery:640,Complex_Aggregation_test:114,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Dyspnoea exertional,shortness of breath on exertion,"What is the average age of cases that reported the reaction 'shortness of breath on exertion', grouped by the gender of the patient?",B;C
mindthequery:936,Complex_Retrieval_test:217,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,AURINIA PHARMACEUTICALS,AUPH,Find cases registered by 'AUPH' where the event date is in September 2020. Return the case's primary ID and the event date.,B;D
zograscope:1180,2566,zograscope,pole,abbrev,attested,1-sample,2,Officer,rank,Inspector,Insp,Can you identify the Insps who have looked into crimes?,B;E
cypherbench:347,9d21a2b8-fcb1-4f0c-8631-a7470d481c85,cypherbench,flight_accident,abbrev,llm,1-census,2,AircraftManufacturer,name,Bombardier,BBD,What are the names of aircraft models made by BBD that had their first flight after 1978?,C;D
mindthequery:676,Complex_Aggregation_test:157,mindthequery,healthcare,partial,llm,1-census,2,Reaction,description,Upper respiratory tract congestion,upper respiratory congestion,"What is the average age of cases that have 'upper respiratory congestion' as a reaction, grouped by the age group they fall under?",C;E
mindthequery:564,Complex_Aggregation_test:30,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Anxiety,anxiousness,"For cases reported by 'Health Professional', what is the average age of patients who experienced the reaction 'anxiousness', grouped by the gender of the patient?",D;E
cypherbench:1663,5e37a467-e9a0-474e-ba14-9790e341bdfc,cypherbench,movie,alias,attested,1-sample,2,Movie,name,Arrival,Story of Your Life,What are the unique filming locations of movies that come from the same country as the movie Story of Your Life?,A;B
mindthequery:760,Complex_Retrieval_test:27,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,Find cases reported by 'Foreign' sources that resulted in 'HO'. Return the primary ID of the case and the name of the reporting source.,A;C
cypherbench:1998,f5412df0-04d4-4456-b116-5e13414d2062,cypherbench,politics,alias,llm,1-census,2,Politician,name,Konstantinos Mitsotakis,Constantine Mitsotakis,Which schools did Constantine Mitsotakis attend?,A;D
cypherbench:994,3f1b708f-8f19-4bb8-8f78-3871014cc94b,cypherbench,company,typo,algorithmic,2-sample,2,Company,name,Sky Mobile,Syk Mobile,What are the names of companies that either operate in the media industry or are subsidiaries of Syk Mobile?,A;E
cypherbench:686,30f2712a-db80-48bc-9819-7503ee04a122,cypherbench,fictional_character,alias,attested,1-sample,2,Character,name,Maggie Murdock,Sister Margaret Grace,What are the names of the spouses of individuals whose mother is Sister Margaret Grace?,B;C
cypherbench:737,ff75ccbf-df97-4172-8bee-cf539d44b8f1,cypherbench,fictional_character,abbrev,llm,1-census,2,FictionalUniverse,name,Rosario + Vampire universe,R+V,What are the names of organizations that belong to the R+V?,B;D
mindthequery:1131,Complex_Retrieval_test:119,mindthequery,wwc,abbrev,llm,1-census,2,Team,name,China PR,CHN,List the names of all players who represent the 'CHN' team and have played in matches that occurred on '2011-06-26'.,B;E
cypherbench:1304,de170b8e-899e-42fa-8342-86d2499e8736,cypherbench,geography,alias,attested,1-sample,2,Country,name,Argentina,Argentine Republic,"Provide the names of lakes situated in Argentine Republic, along with the count of countries each lake is located in.",C;D
cypherbench:842,45222c42-dc8a-4143-9e32-b5f2ce69e04b,cypherbench,company,partial,algorithmic,2-sample,2,Person,name,Nathan Blecharczyk,Blecharczyk,What are the names and launch years of companies involved in business travel that were founded by Blecharczyk?,C;E
cypherbench:281,d83aaaaf-508f-42df-9911-f4b60dd40e65,cypherbench,flight_accident,casing,algorithmic,2-sample,2,FlightAccident,name,FlyMontserrat Flight 107,flymontserrat flight 107,How many survivors were there from flymontserrat flight 107?,D;E
cypherbench:220,f0824791-26e5-46e3-8d92-609937ab1af9,cypherbench,nba,alias,attested,1-sample,2,Player,name,Kareem Abdul-Jabbar,"Ferdinand Lewis Alcindor, Jr.","Do Kevin Durant and Ferdinand Lewis Alcindor, Jr. use the same hand for playing?",A;B
zograscope:677,4561,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Murray,Murraay,Can you provide the phone number for a Murraay connected to drug-related crimes?,B
cypherbench:857,2cf29bd3-e77f-447e-b1db-179df8760500,cypherbench,company,abbrev,llm,1-census,2,Company,name,H. J. Heinz Company,Heinz,"What are the names of countries where companies that are subsidiaries of Heinz are based, and how many such companies are there in each country?",A;C
cypherbench:551,d5f95ecc-c522-4ec6-be6e-e2ef1d745b54,cypherbench,fictional_character,casing,algorithmic,2-sample,2,Character,name,Stick,stick,What are the names of characters who are mothers of those who are students of stick?,A;D
cypherbench:855,a26fa1a8-6f9a-4f0c-9500-69b2c4d9de8a,cypherbench,company,alias,attested,1-sample,2,Company,name,HSBC,Hong Kong and Shanghai Banking Corporation,Who are the founders of companies that are subsidiaries of Hong Kong and Shanghai Banking Corporation?,A;E
mindthequery:1123,Complex_Retrieval_test:110,mindthequery,wwc,casing,algorithmic,2-sample,1,Tournament,name,China PR 1991,china pr 1991,Find the names of all coaches who coached a squad that participated in the 'china pr 1991' tournament.,C
cypherbench:1888,058e69c5-18ad-446e-bbb5-b815afd84475,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Bolivia,BOL,What are the names of countries that have diplomatic relations with BOL and are also countries that Paraguay has diplomatic relations with?,B;C
mindthequery:595,Complex_Aggregation_test:66,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Pain,ache,"What is the average age of cases that reported a reaction of 'ache', grouped by the outcome of the case?",B;D
zograscope:141,199,zograscope,pole,abbrev,llm,1-census,2,Person,name,Jennifer,Jen,Who has a family connection to anyone named Jen?,B;E
cypherbench:1945,ffbb8d24-5612-46dd-b040-108e8b4b0af0,cypherbench,politics,abbrev,attested,1-sample,2,PoliticalParty,name,Somali Salvation Democratic Front,MAHBAR,What are the names and official languages of countries where the MAHBAR operates?,C;D
mindthequery:531,Complex_Retrieval_test:227,mindthequery,er,abbrev,llm,1-census,2,User,state,Illinois,IL,Find all users from 'IL' who have used the IP address '59.146.136.204'. Return their first and last names.,C;E
zograscope:9,1625,zograscope,pole,casing,algorithmic,2-sample,2,Vehicle,model,F-Series,F-SERIES,Which is the earliest crime involving F-SERIES vehicles?,D;E
mindthequery:718,Complex_Aggregation_test:204,mindthequery,healthcare,alias,llm,1-census,2,AgeGroup,ageGroup,Child,kid,"For cases falling under the 'kid' age group, what is the count of distinct reactions and the average age of the patients, grouped by the outcome of the case?",A;B
mindthequery:639,Complex_Aggregation_test:113,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,RANITIDINE HYDROCHLORIDE,Zantac,"What is the average age of patients for each reporter occupation where the primary suspect drug's primary substance is 'Zantac', and how many cases are there for each occupation?",A;C
cypherbench:1896,b8c2e717-481a-44e1-8030-19eff14e887a,cypherbench,politics,partial,algorithmic,2-sample,2,Politician,name,Carlos Ramírez MacGregor,Ramírez MacGregor,What are the names of political parties that Ramírez MacGregor founded?,A;D
zograscope:1264,4478,zograscope,pole,casing,algorithmic,2-sample,1,Vehicle,make,Ford,ford,How many officers looked into a crime involving a ford vehicle?,D
cypherbench:1875,421c9776-e058-41cd-87fe-63ed9d6eca00,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Cao Pi,Ts'ao Tzu-huan,"Who is younger, Ts'ao Tzu-huan or Jason Gibbs?",A;E
mindthequery:543,Complex_Aggregation_test:7,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,CLOZAPINE,Clozaril,What are the top 3 most frequent routes of administration for 'Clozaril' when it is listed as a primary suspect drug?,B;C
cypherbench:572,fdbcbdf4-d1e2-41fd-8990-49682420a131,cypherbench,fictional_character,typo,algorithmic,2-sample,2,Character,name,Cao Lin,Coa Lin,How many characters are either married to Guo Guifei or are father of Coa Lin?,B;D
cypherbench:372,9e25aa42-b560-449a-91e4-9b6a8e8620bc,cypherbench,flight_accident,alias,llm,1-census,2,FlightAccident,name,Ryanair Flight 4978,the Belarus Ryanair hijacking,What are the names of aircraft models involved in both the Belarus Ryanair hijacking incident and the 1983 TAAG Angola Airlines 737 Boeing crash?,B;E
mindthequery:686,Complex_Aggregation_test:170,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,REVLIMID,LEN,"For cases where 'LEN' is a primary suspect drug, what is the average age of patients, grouped by the route of administration?",C;D
cypherbench:193,c00cad2c-7c11-40de-8f19-fc661b304f8e,cypherbench,nba,alias,attested,1-sample,2,Player,name,Robert Rose,Rob Rose,How many positions does Rob Rose play?,C;E
cypherbench:1136,8b14ae44-657a-4aab-881c-050bebd2351f,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Democratic Republic of the Congo,DRC,"What are the names of lakes located in the DRC, and how many drainage basins is each one part of?",D;E
cypherbench:1119,94555092-24af-45b9-9f74-f715aa5c2f64,cypherbench,geography,alias,llm,1-census,2,DrainageBasin,name,Sava Basin,Sava River Basin,What is the area of the Sava River Basin in square kilometers?,A;B
cypherbench:606,6849bdbb-3fcc-49f0-8849-4380cffdb175,cypherbench,fictional_character,alias,llm,1-census,2,Character,name,Cersei Lannister,Cersei,"What are the names of the mothers whose children were killed by Cersei, and how many children did Cersei kill for each of these mothers?",A;C
cypherbench:807,3e276f48-8bd4-419a-90a6-f84d5aa530fa,cypherbench,company,casing,algorithmic,2-sample,2,Person,name,Mario Rossetti,MARIO ROSSETTI,What is the earliest launch year of companies that own a subsidiary once led by MARIO ROSSETTI as CEO?,A;D
cypherbench:29,da76e12b-4f31-496b-8575-4a4ed8c1d1f6,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Indiana Pacers,IND,"Provide the names of all players drafted by the IND, along with the number of positions each player plays.",A;E
cypherbench:344,9ebd6b65-44fc-4c08-a2e6-dc8f38870132,cypherbench,flight_accident,abbrev,llm,1-census,2,AircraftManufacturer,name,Hawker Siddeley,HS,"Which company, HS or Tupolev, was launched later?",B;C
zograscope:849,1738,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Chevrolet,Chevy,What Chevy vehicles were associated with criminal activities involving people with the surname Flores?,B;D
zograscope:188,36,zograscope,pole,typo,algorithmic,2-sample,1,Vehicle,make,Pontiac,Pontaic,Can you identify Pontaic cars associated with vehicle offenses?,E
zograscope:721,326,zograscope,pole,typo,algorithmic,2-sample,2,Person,surname,Hansen,Hansenn,What is the date of the last call received by a resident living with a Hansenn?,B;E
cypherbench:590,5ed05ae2-67c0-4cd5-b3ba-40a2d61c14b1,cypherbench,fictional_character,partial,algorithmic,2-sample,1,Character,name,Eddison Tollett,Eddison,"What are the names of locations where organizations that Eddison is a member of are based, and how many such organizations are based in each location?",A
mindthequery:837,Complex_Retrieval_test:110,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,TIMOLOL MALEATE,timolol,Find all cases where 'timolol' is listed as a primary suspect and the patient's age is greater than 40. Return the case's primary ID and the patient's age.,C;D
cypherbench:1398,ea0df7bc-3095-437f-926e-85a44c605aa7,cypherbench,movie,casing,algorithmic,2-sample,2,Movie,name,Creed III,creed iii,"What are the names of the genres associated with creed iii, and how many movies belong to each of those genres?",C;E
cypherbench:304,3f7e1fa9-c3f5-462d-8f8f-9da98dd461a3,cypherbench,flight_accident,abbrev,attested,1-sample,2,Airport,name,Girona-Costa Brava Airport,LEGE,Which country is LEGE located in?,D;E
mindthequery:650,Complex_Aggregation_test:126,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,"For cases reported by either 'Health Professional' or 'Consumer', what is the average age and the total number of cases that resulted in 'IME'?",A;B
mindthequery:888,Complex_Retrieval_test:166,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,Retrieve the names of all drugs that are either primary or secondary suspects in cases reported by 'HCP'.,A;C
mindthequery:1107,Complex_Retrieval_test:92,mindthequery,wwc,abbrev,attested,1-sample,2,Team,name,USA,United States of America,List all players who played in a match on '2019-06-27' and represent the team 'United States of America'.,A;D
cypherbench:1973,1fa42411-80d8-4a6f-b288-0395dc9a21e0,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Lech Kaczyński,Lech Aleksander Kaczyński,How many political parties have been either led or founded by Lech Aleksander Kaczyński?,A;E
mindthequery:257,Complex_Retrieval_test:108,mindthequery,covid,typo,algorithmic,2-sample,1,Place,type,Bar,Bra,"For each person whose address location is within a bounding box (x between 51.21 and 51.22, y between 4.40 and 4.41), find the average duration in seconds of their visits to places of type 'Bra'.",B
zograscope:464,4117,zograscope,pole,casing,algorithmic,2-sample,2,,,NHS,nhs,What are the nhs numbers of those living with a person who knows someone with the email tgarza3a@amazon.co.jp?,B;C
zograscope:520,2569,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,Can you identify the PCs who have looked into crimes?,B;D
cypherbench:828,1ad45fec-5651-4467-81d1-6f239823a01f,cypherbench,company,partial,algorithmic,2-sample,2,Company,name,Campbell Soup Company,Soup Company,"Who are the individuals who have served as CEO of Soup Company at any time, and when did they pass away?",B;E
mindthequery:355,Complex_Aggregation_test:46,mindthequery,er,abbrev,llm,1-census,2,User,state,Ohio,OH,"What is the average number of times users from OH watched movies, and what is the total number of unique movies watched by these users?",C;D
mindthequery:598,Complex_Aggregation_test:69,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,ADAMAS PHARMA,ADMS,How many cases registered by 'ADMS' resulted in 'Hospitalization - Initial or Prolonged' and what is the average age of these patients?,C;E
mindthequery:830,Complex_Retrieval_test:102,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Find cases that resulted in 'IME' and where the reporter occupation is 'Pharmacist'. Return the primary IDs of these cases.,D;E
mindthequery:897,Complex_Retrieval_test:176,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,"Retrieve all cases where 'LANSOPRAZOLE' is a primary substance of a drug involved in the case as a primary suspect, and the case resulted in 'HO'.",A;B
zograscope:933,3519,zograscope,pole,abbrev,llm,1-census,2,Person,name,Jessica,Jess,Can you name individuals who know a Jess linked to a crime on 1/08/2017?,A;C
cypherbench:2099,fd7dcb56-98dd-4df4-a18a-5463dd018c99,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Republic of Artsakh,NKR,What are the names and founding dates of political parties that have been led by David Babayan and operate in the NKR?,A;D
cypherbench:1293,05d44b86-4a0a-48ab-b066-6485e1de1626,cypherbench,geography,alias,attested,1-sample,2,River,name,Atbarah River,Atbara,What are the names of rivers that the Atbara flows into?,A;E
